frame_no,status,type,slave,func,start_reg,count,byte_count,crc_ok,start_sample,end_sample,start_us,end_us,duration_us,gap_from_previous_us,raw_hex,summary,decoded,error
27,ok,request,0x01,0x03,0x0010,15,,true,1073396277,1075354592,5366981.385,5376772.960,9791.575,350371.145,01 03 00 10 00 0F 04 0B,Growatt RS485 req slave=0x01 func=0x03 start=0x0010 count=15 crc=OK,read holding registers start=0x0010 count=15,
28,ok,response,0x01,0x03,0x0010,15,30,true,1076221283,1083513279,5381106.415,5417566.395,36459.980,4333.455,01 03 1E 00 00 00 00 02 0B 04 69 00 00 00 56 16 4B 00 00 00 1F 0E D8 01 AE 01 F4 01 01 00 00 00 00 1F B4,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0010..0x001E bytes=30 crc=OK,"response regs 0x0010..0x001E: status=0x0469 mode=standby err=NO bal=ON master=standalone sp=standby, prot=0x0000 (none), SOC=86%%, pack_v=57.07V, |pack_i|=0.00A, temp=31C",
29,ok,request,0x01,0x03,0x0020,11,,true,1153587261,1155545576,5767936.305,5777727.880,9791.575,350369.910,01 03 00 20 00 0B 05 C7,Growatt RS485 req slave=0x01 func=0x03 start=0x0020 count=11 crc=OK,read holding registers start=0x0020 count=11,
30,ok,response,0x01,0x03,0x0020,11,22,true,1156433349,1162058599,5782166.745,5810292.995,28126.250,4438.865,01 03 16 00 64 16 80 00 00 4A 38 00 00 0D F3 0D EF 00 01 00 02 00 00 00 00 F1 75,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0020..0x002A bytes=22 crc=OK,"response regs 0x0020..0x002A: SOH=100%%, chg_v_target=57.60V, warn=0x0000 (none), dis_lim=190.00A, ext_err=0x0000, cell_max=3.571V",
31,ok,request,0x01,0x03,0x0071,16,,true,1233974099,1235932414,6169870.495,6179662.070,9791.575,359577.500,01 03 00 71 00 10 14 1D,Growatt RS485 req slave=0x01 func=0x03 start=0x0071 count=16 crc=OK,read holding registers start=0x0071 count=16,
32,ok,response,0x01,0x03,0x0071,16,32,true,1236832924,1244541606,6184164.620,6222708.030,38543.410,4502.550,01 03 20 0D EF 0D F1 0D EF 0D EF 0D EE 0D ED 0D ED 0D EE 0D EF 0D EF 0D EE 0D EE 0D EF 0D EE 0D EE 00 00 76 75,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0071..0x0080 bytes=32 crc=OK,response regs 0x0071..0x0080: cells count=15 min=3.565V#6 max=3.569V#2,
33,ok,request,0x01,0x03,0x0010,15,,true,1314797476,1316755790,6573987.380,6583778.950,9791.570,351279.350,01 03 00 10 00 0F 04 0B,Growatt RS485 req slave=0x01 func=0x03 start=0x0010 count=15 crc=OK,read holding registers start=0x0010 count=15,
34,ok,response,0x01,0x03,0x0010,15,30,true,1317628348,1324920346,6588141.740,6624601.730,36459.990,4362.790,01 03 1E 00 00 00 00 02 0B 04 69 00 00 00 56 16 4B 00 00 00 1F 0E D8 01 AE 01 F4 01 01 00 00 00 00 1F B4,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0010..0x001E bytes=30 crc=OK,"response regs 0x0010..0x001E: status=0x0469 mode=standby err=NO bal=ON master=standalone sp=standby, prot=0x0000 (none), SOC=86%%, pack_v=57.07V, |pack_i|=0.00A, temp=31C",
35,ok,request,0x01,0x03,0x0020,11,,true,1394991392,1396949707,6974956.960,6984748.535,9791.575,350355.230,01 03 00 20 00 0B 05 C7,Growatt RS485 req slave=0x01 func=0x03 start=0x0020 count=11 crc=OK,read holding registers start=0x0020 count=11,
36,ok,response,0x01,0x03,0x0020,11,22,true,1397840416,1403465668,6989202.080,7017328.340,28126.260,4453.545,01 03 16 00 64 16 80 00 00 4A 38 00 00 0D F3 0D ED 00 01 00 07 00 00 00 00 24 15,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0020..0x002A bytes=22 crc=OK,"response regs 0x0020..0x002A: SOH=100%%, chg_v_target=57.60V, warn=0x0000 (none), dis_lim=190.00A, ext_err=0x0000, cell_max=3.571V",
37,ok,request,0x01,0x03,0x0071,16,,true,1475381500,1477339815,7376907.500,7386699.075,9791.575,359579.160,01 03 00 71 00 10 14 1D,Growatt RS485 req slave=0x01 func=0x03 start=0x0071 count=16 crc=OK,read holding registers start=0x0071 count=16,
38,ok,response,0x01,0x03,0x0071,16,32,true,1478344162,1486052844,7391720.810,7430264.220,38543.410,5021.735,01 03 20 0D EE 0D EF 0D EE 0D EE 0D EE 0D ED 0D ED 0D EF 0D EF 0D EF 0D EF 0D EF 0D EF 0D EE 0D EE 00 00 95 24,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0071..0x0080 bytes=32 crc=OK,response regs 0x0071..0x0080: cells count=15 min=3.565V#6 max=3.567V#2,
39,ok,request,0x01,0x03,0x0010,15,,true,1555984437,1557942751,7779922.185,7789713.755,9791.570,349657.965,01 03 00 10 00 0F 04 0B,Growatt RS485 req slave=0x01 func=0x03 start=0x0010 count=15 crc=OK,read holding registers start=0x0010 count=15,
