frame_no,status,type,slave,func,start_reg,count,byte_count,crc_ok,start_sample,end_sample,start_us,end_us,duration_us,gap_from_previous_us,raw_hex,summary,decoded,error
54,ok,response,0x01,0x03,0x0000,13,26,true,1344642735,1351101358,6723213.675,6755506.790,32293.115,5088.435,01 03 1A FF B4 15 DD 00 59 00 64 01 BE 01 F4 01 F4 00 00 00 00 00 00 00 00 0E 00 00 00 CA B2,PACE Modbus rsp slave=0x01 func=0x03 regs=0x0000..0x000C bytes=26 crc=OK,"response regs 0x0000..0x000C: pack_i=-0.76A, pack_v=55.97V, SOC=89% raw=0x0059, SOH=100% raw=0x0064, remain=4.46Ah, full=5.00Ah, design=5.00Ah, cycles=0, warning=0x0000 (none), protection=0x0000 (none), status=0x0E00 (discharge, charge MOS, discharge MOS), balance=0x0000 (none)",
55,ok,request,0x01,0x03,0x000F,22,,true,1391658420,1393616735,6958292.100,6968083.675,9791.575,202785.310,01 03 00 0F 00 16 F4 07,PACE Modbus req slave=0x01 func=0x03 start=0x000F count=22 crc=OK,read holding registers start=0x000F count=22 poll-block,
56,ok,response,0x01,0x03,0x000F,22,44,true,1394645057,1404853851,6973225.285,7024269.255,51043.970,5141.610,01 03 2C 0D AD 0D A8 0D AC 0D AC 0D AC 0D AC 0D A9 0D A9 0D AA 0D A9 0D AA 0D A9 0D AA 0D AC 0D AA 0D AC 01 36 01 34 01 32 01 38 01 20 01 35 CC CF,PACE Modbus rsp slave=0x01 func=0x03 regs=0x000F..0x0024 bytes=44 crc=OK,"response regs 0x000F..0x0024: cells count=16 C01=3.501V C02=3.496V C03=3.500V C04=3.500V C05=3.500V C06=3.500V C07=3.497V C08=3.497V C09=3.498V C10=3.497V C11=3.498V C12=3.497V C13=3.498V C14=3.500V C15=3.498V C16=3.500V min=3.496V#2 max=3.501V#1, temp1=31.0C, temp2=30.8C, temp3=30.6C, temp4=31.2C, mos_temp=28.8C, env_temp=30.9C",
57,ok,request,0x01,0x03,0x0000,13,,true,1441668152,1443626466,7208340.760,7218132.330,9791.570,184071.505,01 03 00 00 00 0D 84 0F,PACE Modbus req slave=0x01 func=0x03 start=0x0000 count=13 crc=OK,read holding registers start=0x0000 count=13 poll-block,
58,ok,response,0x01,0x03,0x0000,13,26,true,1444647374,1451105994,7223236.870,7255529.970,32293.100,5104.540,01 03 1A FF B4 15 DD 00 59 00 64 01 BE 01 F4 01 F4 00 00 00 00 00 00 00 00 0E 00 00 00 CA B2,PACE Modbus rsp slave=0x01 func=0x03 regs=0x0000..0x000C bytes=26 crc=OK,"response regs 0x0000..0x000C: pack_i=-0.76A, pack_v=55.97V, SOC=89% raw=0x0059, SOH=100% raw=0x0064, remain=4.46Ah, full=5.00Ah, design=5.00Ah, cycles=0, warning=0x0000 (none), protection=0x0000 (none), status=0x0E00 (discharge, charge MOS, discharge MOS), balance=0x0000 (none)",
59,ok,request,0x01,0x03,0x000F,22,,true,1491663460,1493621775,7458317.300,7468108.875,9791.575,202787.330,01 03 00 0F 00 16 F4 07,PACE Modbus req slave=0x01 func=0x03 start=0x000F count=22 crc=OK,read holding registers start=0x000F count=22 poll-block,
60,ok,response,0x01,0x03,0x000F,22,44,true,1494649692,1504858490,7473248.460,7524292.450,51043.990,5139.585,01 03 2C 0D AE 0D A8 0D AC 0D AA 0D AC 0D AC 0D A9 0D A9 0D AA 0D A9 0D AC 0D AA 0D AC 0D AC 0D AA 0D AC 01 36 01 33 01 32 01 38 01 20 01 35 F1 AC,PACE Modbus rsp slave=0x01 func=0x03 regs=0x000F..0x0024 bytes=44 crc=OK,"response regs 0x000F..0x0024: cells count=16 C01=3.502V C02=3.496V C03=3.500V C04=3.498V C05=3.500V C06=3.500V C07=3.497V C08=3.497V C09=3.498V C10=3.497V C11=3.500V C12=3.498V C13=3.500V C14=3.500V C15=3.498V C16=3.500V min=3.496V#2 max=3.502V#1, temp1=31.0C, temp2=30.7C, temp3=30.6C, temp4=31.2C, mos_temp=28.8C, env_temp=30.9C",
61,ok,request,0x01,0x03,0x0000,13,,true,1541847732,1543806047,7709238.660,7719030.235,9791.575,184946.210,01 03 00 00 00 0D 84 0F,PACE Modbus req slave=0x01 func=0x03 start=0x0000 count=13 crc=OK,read holding registers start=0x0000 count=13 poll-block,
62,ok,response,0x01,0x03,0x0000,13,26,true,1544860353,1551318976,7724301.765,7756594.880,32293.115,5271.530,01 03 1A FF B4 15 DE 00 59 00 64 01 BE 01 F4 01 F4 00 00 00 00 00 00 00 00 0E 00 00 00 9E 57,PACE Modbus rsp slave=0x01 func=0x03 regs=0x0000..0x000C bytes=26 crc=OK,"response regs 0x0000..0x000C: pack_i=-0.76A, pack_v=55.98V, SOC=89% raw=0x0059, SOH=100% raw=0x0064, remain=4.46Ah, full=5.00Ah, design=5.00Ah, cycles=0, warning=0x0000 (none), protection=0x0000 (none), status=0x0E00 (discharge, charge MOS, discharge MOS), balance=0x0000 (none)",
63,ok,request,0x01,0x03,0x000F,22,,true,1591872006,1593830321,7959360.030,7969151.605,9791.575,202765.150,01 03 00 0F 00 16 F4 07,PACE Modbus req slave=0x01 func=0x03 start=0x000F count=22 crc=OK,read holding registers start=0x000F count=22 poll-block,
