frame_no,status,frame_type,can_id,rtr_type,dlc,start_sample,end_sample,start_us,end_us,duration_us,gap_from_previous_us,data_hex,summary,decoded,error
11,ok,standard,0x356,data,8,357305021,357351301,1786525.105,1786756.505,231.400,125765.995,EE 15 00 00 F8 40 00 00,Sofar CAN v2026.07.04a 0x356 pack DLC=8 [EE 15 00 00 F8 40 00 00],0x356 Sofar pack V=56.14V I=+0.0A temp=1663.2C,
12,ok,standard,0x35E,data,8,382505700,382549980,1912528.500,1912749.900,221.400,125771.995,53 6F 66 61 72 20 20 20,Sofar CAN v2026.07.04a 0x35E brand DLC=8 [53 6F 66 61 72 20 20 20],0x35E Sofar brand 'Sofar' raw=53 6F 66 61 72 20 20 20,
13,ok,standard,0x35F,data,8,407704379,407751859,2038521.895,2038759.295,237.400,125771.995,00 00 00 01 22 01 00 00,Sofar CAN v2026.07.04a 0x35F module raw DLC=8 [00 00 00 01 22 01 00 00],"0x35F Sofar module raw='."".' u16=[0, 256, 290, 0] raw=00 00 00 01 22 01 00 00",
14,ok,standard,0x35A,data,8,483304317,483348197,2416521.585,2416740.985,219.400,377762.290,AA AA AA 02 AA AA AA 02,Sofar CAN v2026.07.04a 0x35A Sofar? DLC=8 [AA AA AA 02 AA AA AA 02],0x35A unknown raw=AA AA AA 02 AA AA AA 02,
15,ok,standard,0x351,data,8,508504596,508550876,2542522.980,2542754.380,231.400,125781.995,40 02 08 07 08 07 00 02,Sofar CAN v2026.07.04a 0x351 limits DLC=8 [40 02 08 07 08 07 00 02],0x351 Sofar limits chgV=57.6V chgI=180.0A disI=180.0A lowV=51.2V,
16,ok,standard,0x355,data,8,533704475,533750755,2668522.375,2668753.775,231.400,125767.995,46 00 64 00 6C 1B 00 00,Sofar CAN v2026.07.04a 0x355 SOC/SOH DLC=8 [46 00 64 00 6C 1B 00 00],0x355 Sofar SOC=70%% SOH=100%%,
17,ok,standard,0x356,data,8,558903954,558950234,2794519.770,2794751.170,231.400,125765.995,EE 15 00 00 F8 40 00 00,Sofar CAN v2026.07.04a 0x356 pack DLC=8 [EE 15 00 00 F8 40 00 00],0x356 Sofar pack V=56.14V I=+0.0A temp=1663.2C,
18,ok,standard,0x35E,data,8,584104233,584148513,2920521.165,2920742.565,221.400,125769.995,53 6F 66 61 72 20 20 20,Sofar CAN v2026.07.04a 0x35E brand DLC=8 [53 6F 66 61 72 20 20 20],0x35E Sofar brand 'Sofar' raw=53 6F 66 61 72 20 20 20,
19,ok,standard,0x35F,data,8,609303312,609350792,3046516.560,3046753.960,237.400,125773.995,00 00 00 01 22 01 00 00,Sofar CAN v2026.07.04a 0x35F module raw DLC=8 [00 00 00 01 22 01 00 00],"0x35F Sofar module raw='."".' u16=[0, 256, 290, 0] raw=00 00 00 01 22 01 00 00",
20,ok,standard,0x35A,data,8,685302447,685346327,3426512.235,3426731.635,219.400,379758.275,AA AA AA 02 AA AA AA 02,Sofar CAN v2026.07.04a 0x35A Sofar? DLC=8 [AA AA AA 02 AA AA AA 02],0x35A unknown raw=AA AA AA 02 AA AA AA 02,
21,ok,standard,0x351,data,8,710502326,710548606,3552511.630,3552743.030,231.400,125779.995,40 02 08 07 08 07 00 02,Sofar CAN v2026.07.04a 0x351 limits DLC=8 [40 02 08 07 08 07 00 02],0x351 Sofar limits chgV=57.6V chgI=180.0A disI=180.0A lowV=51.2V,
22,ok,standard,0x355,data,8,735702606,735748886,3678513.030,3678744.430,231.400,125770.000,46 00 64 00 6C 1B 00 00,Sofar CAN v2026.07.04a 0x355 SOC/SOH DLC=8 [46 00 64 00 6C 1B 00 00],0x355 Sofar SOC=70%% SOH=100%%,
23,ok,standard,0x356,data,8,760902485,760948765,3804512.425,3804743.825,231.400,125767.995,EE 15 00 00 F8 40 00 00,Sofar CAN v2026.07.04a 0x356 pack DLC=8 [EE 15 00 00 F8 40 00 00],0x356 Sofar pack V=56.14V I=+0.0A temp=1663.2C,
24,ok,standard,0x35E,data,8,786102764,786147044,3930513.820,3930735.220,221.400,125769.995,53 6F 66 61 72 20 20 20,Sofar CAN v2026.07.04a 0x35E brand DLC=8 [53 6F 66 61 72 20 20 20],0x35E Sofar brand 'Sofar' raw=53 6F 66 61 72 20 20 20,
25,ok,standard,0x35F,data,8,811301843,811349323,4056509.215,4056746.615,237.400,125773.995,00 00 00 01 22 01 00 00,Sofar CAN v2026.07.04a 0x35F module raw DLC=8 [00 00 00 01 22 01 00 00],"0x35F Sofar module raw='."".' u16=[0, 256, 290, 0] raw=00 00 00 01 22 01 00 00",
26,ok,standard,0x35A,data,8,886902181,886946061,4434510.905,4434730.305,219.400,377764.290,AA AA AA 02 AA AA AA 02,Sofar CAN v2026.07.04a 0x35A Sofar? DLC=8 [AA AA AA 02 AA AA AA 02],0x35A unknown raw=AA AA AA 02 AA AA AA 02,
27,ok,standard,0x351,data,8,912101260,912147540,4560506.300,4560737.700,231.400,125775.995,40 02 08 07 08 07 00 02,Sofar CAN v2026.07.04a 0x351 limits DLC=8 [40 02 08 07 08 07 00 02],0x351 Sofar limits chgV=57.6V chgI=180.0A disI=180.0A lowV=51.2V,
28,ok,standard,0x355,data,8,937301939,937348219,4686509.695,4686741.095,231.400,125771.995,46 00 64 00 6C 1B 00 00,Sofar CAN v2026.07.04a 0x355 SOC/SOH DLC=8 [46 00 64 00 6C 1B 00 00],0x355 Sofar SOC=70%% SOH=100%%,
29,ok,standard,0x356,data,8,962500618,962546898,4812503.090,4812734.490,231.400,125761.995,EE 15 00 00 F9 00 00 00,Sofar CAN v2026.07.04a 0x356 pack DLC=8 [EE 15 00 00 F9 00 00 00],0x356 Sofar pack V=56.14V I=+0.0A temp=24.9C,
30,ok,standard,0x35E,data,8,987700897,987745177,4938504.485,4938725.885,221.400,125769.995,53 6F 66 61 72 20 20 20,Sofar CAN v2026.07.04a 0x35E brand DLC=8 [53 6F 66 61 72 20 20 20],0x35E Sofar brand 'Sofar' raw=53 6F 66 61 72 20 20 20,
31,ok,standard,0x35F,data,8,1012901177,1012948657,5064505.885,5064743.285,237.400,125780.000,00 00 00 01 22 01 00 00,Sofar CAN v2026.07.04a 0x35F module raw DLC=8 [00 00 00 01 22 01 00 00],"0x35F Sofar module raw='."".' u16=[0, 256, 290, 0] raw=00 00 00 01 22 01 00 00",
32,ok,standard,0x35A,data,8,1088500714,1088544594,5442503.570,5442722.970,219.400,377760.285,AA AA AA 02 AA AA AA 02,Sofar CAN v2026.07.04a 0x35A Sofar? DLC=8 [AA AA AA 02 AA AA AA 02],0x35A unknown raw=AA AA AA 02 AA AA AA 02,
